"","Term","Frequency","DocFreq"
"30982","3963120",3,1
"30983","39632",2,2
"30984","39636",3,2
"30985","3963806",1,1
"30986","3963941",4,3
"30987","3964",5,2
"30988","3964153",1,1
"30989","396438",1,1
"30990","39646",1,1
"30991","3964908",2,2
"30992","3965209",2,2
"30993","39653",1,1
"30994","3965645",2,1
"30995","3966145",1,1
"30996","39662",2,1
"30997","3966303",2,1
"30998","3966703",1,1
"30999","396688",1,1
"31000","396700",13,5
"31001","39680",4,3
"31002","3968031",1,1
"31003","39681",1,1
"31004","3968150",1,1
"31005","39684",7,4
"31006","39687",1,1
"31007","3968748",9,5
"31008","3969",3,2
"31009","3969699",1,1
"31010","3969947",1,1
"31011","397",633,469
"31012","3970",5,4
"31013","3970169",1,1
"31014","39703",1,1
"31015","397084",1,1
"31016","3970964",1,1
"31017","3971",1,1
"31018","39711",2,1
"31019","3971411",1,1
"31020","3971477",5,2
"31021","3971656",1,1
"31022","3972514",3,2
"31023","39726",1,1
"31024","39739",1,1
"31025","3973980",1,1
"31026","3974",6,6
"31027","3974091",1,1
"31028","39741",1,1
"31029","3974207",1,1
"31030","397453",1,1
"31031","3974584",1,1
"31032","3974655",1,1
"31033","39749",1,1
"31034","3975",1,1
"31035","39750",1,1
"31036","3975049",1,1
"31037","3976",7,5
"31038","39763",1,1
"31039","3976324",2,2
"31040","3976806",1,1
"31041","3976931",1,1
"31042","3976969",1,1
"31043","3977",1,1
"31044","39774",1,1
"31045","39776",1,1
"31046","39777",1,1
"31047","3977845",1,1
"31048","3978",1,1
"31049","39780",4,3
"31050","3978208",1,1
"31051","39783",1,1
"31052","39786",5,5
"31053","39787",2,2
"31054","3979",1,1
"31055","39794",1,1
"31056","3979588",1,1
"31057","3979591",2,2
"31058","398",761,604
"31059","3980",1,1
"31060","3980026",2,2
"31061","3980127",7,5
"31062","39809",3,2
"31063","3981",2,2
"31064","3981176",1,1
"31065","3981521",1,1
"31066","3982",1,1
"31067","39828",14,6
"31068","3983",1,1
"31069","398314",2,2
"31070","3983292",2,2
"31071","39833",2,2
"31072","398330",1,1
"31073","3983909",2,1
"31074","3984",1,1
"31075","39840",1,1
"31076","39844",3,2
"31077","39850",1,1
"31078","39854",2,2
"31079","39855",1,1
"31080","3986",2,2
"31081","39868",2,2
"31082","39869",3,1
"31083","3987",2,2
"31084","39870",1,1
"31085","398715",1,1
"31086","3987752",2,2
"31087","3988",1,1
"31088","39881",1,1
"31089","398812",1,1
"31090","3989",1,1
"31091","3989041",1,1
"31092","3989061",1,1
"31093","39891",1,1
"31094","3989169",1,1
"31095","39893",1,1
"31096","3989493",2,2
"31097","3989786",1,1
"31098","399",480,358
"31099","3990",3,3
"31100","39902",3,3
"31101","3990673",1,1
"31102","3990834",2,1
"31103","3991",1,1
"31104","399113",1,1
"31105","39915",1,1
"31106","3991818",1,1
"31107","3992",1,1
"31108","3992016",1,1
"31109","399213",3,3
"31110","3992407",1,1
"31111","3992504",1,1
"31112","3992733",1,1
"31113","399274",1,1
"31114","39928",1,1
"31115","3993",2,2
"31116","39930",1,1
"31117","3993303",1,1
"31118","39936",1,1
"31119","3993722",1,1
"31120","3993741",1,1
"31121","3994",4,2
"31122","3994188",1,1
"31123","39959",2,2
"31124","3996",16,4
"31125","39969",1,1
"31126","3997",1,1
"31127","3999084",1,1
"31128","39996",1,1
"31129","39a",2,2
"31130","39b",1,1
"31131","39d",1,1
"31132","39jbt",1,1
"31133","39jrk",1,1
"31134","39see",1,1
"31135","39th",11,2
"31136","3a",29,20
"31137","3a01",2,1
"31138","3a02",2,1
"31139","3am",1,1
"31140","3b",24,14
"31141","3b01",3,1
"31142","3b04",1,1
"31143","3b05",2,1
"31144","3b6",1,1
"31145","3burlington",1,1
"31146","3c",13,12
"31147","3c03",2,1
"31148","3cms",1153,1
"31149","3costabile",1,1
"31150","3d",140196,4915
"31151","3d264",1,1
"31152","3d407",1,1
"31153","3d416",1,1
"31154","3d688",1,1
"31155","3d748",1,1
"31156","3dfx",1,1
"31157","3dreibelbis",1,1
"31158","3f",1,1
"31159","3fleming",1,1
"31160","3g",7,4
"31161","3gantt",1,1
"31162","3holly",1,1
"31163","3hv",1,1
"31164","3id",9,9
"31165","3idemudia",1,1
"31166","3l",4,2
"31167","3lb",1,1
"31168","3m",11,9
"31169","3mm",4,1
"31170","3moigtx",1,1
"31171","3ms",1,1
"31172","3murray",1,1
"31173","3n",1,1
"31174","3pg",1,1
"31175","3pm",7,6
"31176","3r",1,1
"31177","3rd",377,236
"31178","3rdd",1,1
"31179","3rdth",1,1
"31180","3s",5,5
"31181","3see",5,5
"31182","3springs",1,1
"31183","3t64",1,1
"31184","3th",3,3
"31185","3x",3,1
"31186","3yo",1,1
"31187","4",54166,5011
"31188","40",9597,2824
"31189","400",874,603
"31190","4000",10,10
"31191","4000614",1,1
"31192","40008",1,1
"31193","4000912",1,1
"31194","4000997",3,3
"31195","4000hz",1,1
"31196","40020",1,1
"31197","40026",1,1
"31198","4003",2,2
"31199","40034",1,1
"31200","40037",2,2
"31201","40038",1,1
"31202","400382",4,4
"31203","4003871",1,1
"31204","4004",6,5
"31205","40040",1,1
"31206","4004511",1,1
"31207","4004769",2,2
"31208","40048",1,1
"31209","4005",4,3
"31210","4005024",1,1
"31211","4005110",1,1
"31212","4005258",1,1
"31213","40054",3,2
"31214","4005833",3,1
"31215","4005987",1,1
"31216","4006",5,5
"31217","40060",1,1
"31218","40061",1,1
"31219","4006123",2,2
"31220","4006159",1,1
"31221","40065",1,1
"31222","4006634",1,1
"31223","4006777",1,1
"31224","4006804",1,1
"31225","40070",1,1
"31226","40071",1,1
"31227","4007549",1,1
"31228","40080",2,2
"31229","4009",1,1
"31230","40092",1,1
"31231","40094",4,1
"31232","40095",1,1
"31233","40097",1,1
"31234","400h",1,1
"31235","400k",1,1
"31236","400mg",1,1
"31237","401",790,555
"31238","401022",1,1
"31239","4010237",1,1
"31240","4011",1,1
"31241","40116",2,2
"31242","40117",1,1
"31243","401187",2,1
"31244","40123",2,2
"31245","4012329",1,1
"31246","40124",1,1
"31247","4012658",1,1
"31248","4012676",3,1
"31249","40131",2,2
"31250","40132",1,1
"31251","40134",2,2
"31252","4013409",1,1
"31253","4014082",1,1
"31254","40142",2,2
"31255","4014563",1,1
"31256","40149",2,2
"31257","4015368",1,1
"31258","4015426",4,3
"31259","401544",4,2
"31260","4015443",5,3
"31261","4015478",1,1
"31262","40155",1,1
"31263","4015543",1,1
"31264","4015571",1,1
"31265","4015657",3,2
"31266","40159",2,2
"31267","4016",2,2
"31268","40162",4,2
"31269","4016507",1,1
"31270","4016617",1,1
"31271","40167",3,2
"31272","4016743",1,1
"31273","4016846",1,1
"31274","40172",1,1
"31275","4017329",1,1
"31276","4017336",1,1
"31277","40176",1,1
"31278","4017960",1,1
"31279","4018",4,4
"31280","40181",2,1
"31281","4018287",1,1
"31282","4018347",1,1
"31283","40184",4,2
"31284","401852",1,1
"31285","40188",1,1
"31286","40192",1,1
"31287","4019516",3,1
"31288","401972",1,1
"31289","401k",13,9
"31290","402",704,484
"31291","40201",1,1
"31292","40203",1,1
"31293","40209",1,1
"31294","4020947",2,2
"31295","4021",6,6
"31296","40210",1,1
"31297","40211",1,1
"31298","40212",1,1
"31299","4021364",1,1
"31300","40214",8,4
"31301","40216",1,1
"31302","40217",1,1
"31303","4022",3,3
"31304","4023",1,1
"31305","40232",1,1
"31306","4023342",1,1
"31307","4023346",2,2
"31308","40235",2,2
"31309","40239",1,1
"31310","4023908",2,1
"31311","4024",2,2
"31312","40240",1,1
"31313","40242",2,2
"31314","40243",2,1
"31315","40246",7,3
"31316","4024638",2,2
"31317","40248",1,1
"31318","402494",1,1
"31319","40254",7,3
"31320","4026",1,1
"31321","40267",1,1
"31322","402684",1,1
"31323","4027",1,1
"31324","4027019",2,1
"31325","4027051",1,1
"31326","4027542",1,1
"31327","4028274",1,1
"31328","40288",1,1
"31329","40291",1,1
"31330","4029167",1,1
"31331","403",710,487
"31332","4030",2,2
"31333","4030757",1,1
"31334","4030925",1,1
"31335","4031",1,1
"31336","40313",1,1
"31337","403131",1,1
"31338","4032",1,1
"31339","40323",1,1
"31340","40324",1,1
"31341","40325",1,1
"31342","4032735",1,1
"31343","4033",1,1
"31344","4033060",3,2
"31345","4033071",1,1
"31346","4033097",1,1
"31347","4034",1,1
"31348","40341",1,1
"31349","4034147",1,1
"31350","4034193",3,3
"31351","4034765",1,1
"31352","40351",1,1
"31353","4035164",1,1
"31354","40355",1,1
"31355","4035909",1,1
"31356","4036",2,2
"31357","4036016",1,1
"31358","4036129",1,1
"31359","4036210",1,1
"31360","4036726",1,1
"31361","4037",2,2
"31362","40372",1,1
"31363","4037292",1,1
"31364","4038",1,1
"31365","403812",1,1
"31366","4038477",1,1
"31367","4038754",1,1
"31368","4039",3,3
"31369","4039356",3,3
"31370","403957",1,1
"31371","4039691",2,2
"31372","4039958",2,2
"31373","403cr001",1,1
"31374","404",753,479
"31375","4040",13,6
"31376","4040078",1,1
"31377","4040238",6,2
"31378","4040391",1,1
"31379","4040419",1,1
"31380","4040575",1,1
"31381","4040576",1,1
"31382","4040870",1,1
"31383","4040969",1,1
"31384","4041",3,3
"31385","40418",2,2
"31386","4041966",1,1
"31387","4042173",2,2
"31388","40424",1,1
"31389","4042481",1,1
"31390","4042848",4,3
"31391","40429",4,4
"31392","4042965",1,1
"31393","4043",3,3
"31394","4043077",2,1
"31395","40431",1,1
"31396","4043145",1,1
"31397","40435",1,1
"31398","40437",1,1
"31399","40440",1,1
"31400","40441",1,1
"31401","4044316",1,1
"31402","4045086",3,3
"31403","40456",4,3
"31404","4045785",3,3
"31405","4046",1,1
"31406","4046127",2,2
"31407","40465",1,1
"31408","40469",1,1
"31409","4047199",1,1
"31410","40472",1,1
"31411","40478",1,1
"31412","404783",1,1
"31413","4048",3,3
"31414","40480",1,1
"31415","40485",1,1
"31416","4048795",2,2
"31417","4048849",1,1
"31418","40489",1,1
"31419","4048961",1,1
"31420","40490",1,1
"31421","40491",4,4
"31422","4049550",1,1
"31423","404983",1,1
"31424","4049832",20,10
"31425","404cv2296",1,1
"31426","405",659,481
"31427","4050",2,1
"31428","405010",3,3
"31429","405064",1,1
"31430","4050695",2,2
"31431","4050996",1,1
"31432","4051",1,1
"31433","40517",1,1
"31434","40519",1,1
"31435","4052",1,1
"31436","4052195",1,1
"31437","4052261",1,1
"31438","4052334",2,2
"31439","4052411",2,1
"31440","40527",1,1
"31441","405282",1,1
"31442","4053",1,1
"31443","4053325",1,1
"31444","4053404",3,3
"31445","40537",1,1
"31446","40538",1,1
"31447","4054",2,2
"31448","4054195",1,1
"31449","40542",1,1
"31450","4054284",1,1
"31451","4054689",3,2
"31452","4054715",1,1
"31453","4054868",1,1
"31454","4055",4,4
"31455","405505",1,1
"31456","4055167",1,1
"31457","4055278",2,1
"31458","40555",3,2
"31459","4055665",3,3
"31460","4056",3,3
"31461","4056034",1,1
"31462","4056036",7,4
"31463","4056254",1,1
"31464","4056313",2,1
"31465","405647",2,2
"31466","4056695",3,3
"31467","4056901",2,2
"31468","4056997",1,1
"31469","4057",3,1
"31470","40571",2,1
"31471","40573",1,1
"31472","4057430",1,1
"31473","4057812",1,1
"31474","4058002",1,1
"31475","40584",1,1
"31476","405873",1,1
"31477","4059",3,3
"31478","4059174",1,1
"31479","40596",1,1
"31480","406",468,350
"31481","4060",2,2
"31482","40600",1,1
"31483","4060339",3,1
"31484","40605",3,1
"31485","4060571",1,1
"31486","4060665",2,1
"31487","4060667",2,1
"31488","406075",1,1
"31489","4060843",5,2
"31490","4061157",1,1
"31491","4061180",2,1
"31492","4061352",3,2
"31493","40617",3,1
"31494","406172",2,1
"31495","4061743",1,1
"31496","4061795",1,1
"31497","4062",4,3
"31498","4062811",1,1
"31499","40629",4,4
"31500","4063",1,1
"31501","4064",1,1
"31502","4064000",2,1
"31503","40644",1,1
"31504","406463",1,1
"31505","4065",1,1
"31506","40658",1,1
"31507","4066",4,2
"31508","40661",1,1
"31509","40663",1,1
"31510","4066345",2,1
"31511","40666",2,1
"31512","406715",1,1
"31513","4067274",1,1
"31514","40673",1,1
"31515","40674",1,1
"31516","4067798",1,1
"31517","4068",2,2
"31518","40682",1,1
"31519","4068518",1,1
"31520","40687",1,1
"31521","4069",1,1
"31522","40693",3,1
"31523","4069553",1,1
"31524","406s",3,3
"31525","407",868,684
"31526","4070",1,1
"31527","40701",1,1
"31528","4070115",1,1
"31529","40708",1,1
"31530","407097",1,1
"31531","40713",2,1
"31532","4071333",1,1
"31533","40716",1,1
"31534","40719",1,1
"31535","4072212",2,2
"31536","40724",1,1
"31537","40725",1,1
"31538","4072801",1,1
"31539","4072963",3,2
"31540","4073",1,1
"31541","4073500",1,1
"31542","4073674",1,1
"31543","4073855",1,1
"31544","407397",1,1
"31545","4074",1,1
"31546","40740",1,1
"31547","4074190",1,1
"31548","4074568",2,2
"31549","4074627",1,1
"31550","4075",2,2
"31551","40751",1,1
"31552","40753",1,1
"31553","40754",1,1
"31554","407549",1,1
"31555","407571",1,1
"31556","4075728",1,1
"31557","407592",2,1
"31558","4076",1,1
"31559","40765",1,1
"31560","40766",2,2
"31561","4076729",4,2
"31562","4077",1,1
"31563","40771",3,2
"31564","4077103",1,1
"31565","4077394",1,1
"31566","40774",1,1
"31567","40776",2,2
"31568","4077638",1,1
"31569","4077775",1,1
"31570","4078037",3,1
"31571","4078289",1,1
"31572","4078440",1,1
"31573","4078644",1,1
"31574","4079",4,2
"31575","40790",1,1
"31576","4079623",1,1
"31577","4079946",2,2
"31578","407cv085",1,1
"31579","408",683,475
"31580","4080",1,1
"31581","4080159",1,1
"31582","4080308",1,1
"31583","4080459",1,1
"31584","4080548",2,2
"31585","4081",1,1
"31586","40811",1,1
"31587","40813",1,1
"31588","40815",1,1
"31589","40818",1,1
"31590","4081897",3,1
"31591","4081898",13,11
"31592","4081901",1,1
"31593","4082",11,8
"31594","40822",1,1
"31595","408241",2,1
"31596","4082721",2,1
"31597","4083",7,5
"31598","4083176",1,1
"31599","40832",1,1
"31600","4083388",1,1
"31601","4083605",1,1
"31602","40838",2,2
"31603","408391",1,1
"31604","4084",4,4
"31605","4084049",5,4
"31606","4084159",2,1
"31607","4084490",1,1
"31608","40848",1,1
"31609","408602",1,1
"31610","40865",7,4
"31611","40866",1,1
"31612","4086980",1,1
"31613","4087",1,1
"31614","4087061",1,1
"31615","40872",9,3
"31616","4087887",1,1
"31617","4088",3,3
"31618","40884",1,1
"31619","40886",2,2
"31620","40889",3,3
"31621","4089",2,2
"31622","40891",1,1
"31623","4089201",1,1
"31624","4089206",1,1
"31625","40893",1,1
"31626","40899",1,1
"31627","408p",2,1
"31628","409",448,360
"31629","4090",1,1
"31630","4090177",2,2
"31631","4090467",1,1
"31632","4090794",3,2
"31633","4090809",1,1
"31634","4090844",2,1
"31635","4091",1,1
"31636","4091625",1,1
"31637","4092",2,2
"31638","40920",1,1
"31639","4092311",1,1
"31640","40925",1,1
"31641","4092614",4,3
"31642","40927",1,1
"31643","40928",1,1
"31644","4093",1,1
"31645","4093123",1,1
"31646","40934",1,1
"31647","4093738",1,1
"31648","4094",1,1
"31649","40942",4,3
"31650","4094355",1,1
"31651","4094451",1,1
"31652","4094957",1,1
"31653","4095",11,4
"31654","40950",3,3
"31655","40951",1,1
"31656","4095263",1,1
"31657","40954",1,1
"31658","409572",2,2
"31659","40958",1,1
"31660","4095840",1,1
"31661","4096",1,1
"31662","4096038",1,1
"31663","40963",1,1
"31664","40968",1,1
"31665","4096862",1,1
"31666","4097",2,1
"31667","40970",1,1
"31668","40971",1,1
"31669","4097316",2,2
"31670","4097325",1,1
"31671","4098",1,1
"31672","4098598",4,2
"31673","4099",3,2
"31674","40990",2,2
"31675","4099071",1,1
"31676","4099113",2,2
"31677","4099196",2,2
"31678","4099288",1,1
"31679","4099618",1,1
"31680","4099682",1,1
"31681","40a",28,5
"31682","40am",1,1
"31683","40c94a0f6738",1,1
"31684","40dci",2,2
"31685","40gjk",1,1
"31686","40hr",3,2
"31687","40hrs",2,1
"31688","40jbt",1,1
"31689","40k",2,2
"31690","40lbs",2,2
"31691","40mg",2,2
"31692","40s",7,6
"31693","40th",4,3
"31694","41",7830,2625
"31695","410",596,452
"31696","4100",8,6
"31697","41000",1,1
"31698","4100009",1,1
"31699","4101",4,4
"31700","4101139",4,2
"31701","4101252",1,1
"31702","4101513",2,2
"31703","4101538",1,1
"31704","4102",5,5
"31705","4102530",1,1
"31706","41028",1,1
"31707","410298",1,1
"31708","41034",1,1
"31709","4103491",1,1
"31710","4104040",1,1
"31711","4104459",1,1
"31712","4104460",6,2
"31713","41045",2,2
"31714","4104676",2,2
"31715","41049",3,1
"31716","410493",5,1
"31717","4104946",1,1
"31718","410499",1,1
"31719","4105175",2,1
"31720","41052",1,1
"31721","4105262",6,6
"31722","41057",1,1
"31723","4105940",1,1
"31724","4105961",1,1
"31725","4105980",1,1
"31726","4105989",1,1
"31727","4106",2,2
"31728","41068",1,1
"31729","4107",3,3
"31730","410711",1,1
"31731","41077",3,1
"31732","41081",9,4
"31733","41083",1,1
"31734","4109",1,1
"31735","410937",1,1
"31736","411",2778,1835
"31737","41105",4,1
"31738","41106",1,1
"31739","41108",2,1
"31740","4111",4,3
"31741","411107",2,2
"31742","4111412",2,2
"31743","4111865",3,2
"31744","4111868",1,1
"31745","4112",372,76
"31746","41120",1,1
"31747","4112230",2,2
"31748","4112504",1,1
"31749","41129",1,1
"31750","4113",2,1
"31751","4113335",6,1
"31752","4113339",2,1
"31753","41135",1,1
"31754","4114",1,1
"31755","41144",1,1
"31756","411451",1,1
"31757","41147",2,1
"31758","41150",1,1
"31759","41151",1,1
"31760","4115310",1,1
"31761","41156",1,1
"31762","4115936",1,1
"31763","411623",2,2
"31764","41163",8,3
"31765","4117",8,1
"31766","41172",1,1
"31767","41177",1,1
"31768","4118",4,3
"31769","41184",1,1
"31770","4119",1,1
"31771","41190",18,1
"31772","41195",1,1
"31773","4119827",1,1
"31774","4119842",4,2
"31775","412",601,460
"31776","4120165",3,2
"31777","4120188",1,1
"31778","4120517",6,2
"31779","41206",2,2
"31780","4120751",1,1
"31781","4120803",1,1
"31782","4121",1,1
"31783","41210",1,1
"31784","41214",2,2
"31785","4122",2,2
"31786","4122517",1,1
"31787","4122601",1,1
"31788","4122616",1,1
"31789","41229",1,1
"31790","4123",6,4
"31791","41233",3,2
"31792","4124",3,2
"31793","4124495",1,1
"31794","4124645",1,1
"31795","4124763",1,1
"31796","412477",1,1
"31797","4125",25,2
"31798","4125222",1,1
"31799","412524",2,1
"31800","4125258",1,1
"31801","412549",2,1
"31802","41256",2,1
"31803","4125651",1,1
"31804","41257",1,1
"31805","4126",2,2
"31806","4126470",1,1
"31807","4126654",1,1
"31808","4126705",2,2
"31809","4126721",16,11
"31810","4127",5,5
"31811","4127070",1,1
"31812","4128",4,3
"31813","412802",4,3
"31814","41287",3,3
"31815","41289",1,1
"31816","412894",1,1
"31817","4129",3,3
"31818","4129111",1,1
"31819","41292",3,1
"31820","412922",1,1
"31821","41294",1,1
"31822","4129566",1,1
"31823","413",654,490
"31824","4130",1,1
"31825","4130491",1,1
"31826","41311",1,1
"31827","413129",2,1
"31828","4132",2,2
"31829","41320",3,3
"31830","4132087",1,1
"31831","41322",2,1
"31832","4133",1,1
"31833","4133418",1,1
"31834","4133573",2,2
"31835","41336",12,3
"31836","41337",2,2
"31837","4133739",1,1
"31838","41339",1,1
"31839","41341",2,2
"31840","4134317",1,1
"31841","4134337",1,1
"31842","4134398",1,1
"31843","41344",1,1
"31844","41347",2,2
"31845","41349",1,1
"31846","4135",2,2
"31847","41350",1,1
"31848","413546",2,2
"31849","41358",1,1
"31850","4136",1,1
"31851","41366",1,1
"31852","41368",1,1
"31853","4137",1,1
"31854","4137018",1,1
"31855","413713",2,1
"31856","413752",1,1
"31857","413812",1,1
"31858","4139478",2,1
"31859","413990",2,2
"31860","414",697,503
"31861","4140",5,3
"31862","414001",1,1
"31863","41401",2,1
"31864","4140403",1,1
"31865","4140430",1,1
"31866","4140y",2,1
"31867","4141",3,2
"31868","4141057",1,1
"31869","41411",2,2
"31870","4142066",1,1
"31871","41422",1,1
"31872","41423",1,1
"31873","414230",1,1
"31874","41424",2,1
"31875","4142493",2,2
"31876","4142504",1,1
"31877","41426",1,1
"31878","4142671",1,1
"31879","4144475",1,1
"31880","4144627",2,2
"31881","41449",1,1
"31882","4145",2,2
"31883","4145037",3,3
"31884","41454",1,1
"31885","4145746",4,1
"31886","4145880",2,2
"31887","4145930",1,1
"31888","4145969",1,1
"31889","4146",1,1
"31890","4146391",1,1
"31891","41465",1,1
"31892","4146598",8,3
"31893","4146962",1,1
"31894","4147",8,5
"31895","4147196",1,1
"31896","4147231",1,1
"31897","41473",2,1
"31898","41474",1,1
"31899","41479",2,2
"31900","4148",2,1
"31901","4148108",1,1
"31902","4148711",1,1
"31903","4149",8,6
"31904","4149131",1,1
"31905","41499",4,4
"31906","415",682,522
"31907","4150684",3,3
"31908","4150925",1,1
"31909","4150936",1,1
"31910","4151",8,7
"31911","415138",1,1
"31912","4152",6,6
"31913","41527",1,1
"31914","4153",2,2
"31915","41534",1,1
"31916","41539",3,1
"31917","4154685",4,2
"31918","4154891",1,1
"31919","4154916",1,1
"31920","4154947",1,1
"31921","4155",6,3
"31922","41550",1,1
